method,image_idx,n_out
advanced,25143,52
advanced,25144,35
advanced,25145,39
advanced,25146,58
advanced,25147,45
advanced,25148,14
advanced,25149,23
advanced,25150,32
advanced,25151,41
advanced,25152,32
advanced,25153,37
advanced,25154,30
advanced,25155,17
advanced,25156,35
advanced,25157,47
advanced,25158,20
advanced,25159,33
advanced,25160,17
advanced,25161,34
advanced,25162,30
advanced,25163,19
advanced,25164,29
advanced,25165,29
advanced,25166,31
advanced,25167,9
advanced,25168,37
advanced,25169,42
advanced,25170,51
advanced,25171,20
advanced,25172,26
advanced,25173,39
advanced,25174,23
advanced,25175,22
advanced,25176,32
advanced,25177,22
advanced,25178,31
advanced,25179,35
advanced,25180,20
advanced,25181,30
advanced,25182,31
advanced,25183,38
advanced,25184,59
advanced,25185,45
advanced,25186,29
advanced,25187,30
advanced,25188,70
advanced,25189,38
advanced,25190,55
advanced,25191,38
advanced,25192,19
advanced,25193,51
advanced,25194,43
advanced,25195,20
advanced,25196,16
advanced,25197,60
advanced,25198,20
advanced,25199,34
advanced,25200,24
advanced,25201,77
advanced,25202,24
advanced,25203,30
advanced,25204,27
advanced,25205,37
advanced,25206,38
advanced,25207,12
advanced,25208,21
advanced,25209,56
advanced,25210,33
advanced,25211,38
advanced,25212,26
advanced,25213,23
advanced,25214,54
advanced,25215,67
advanced,25216,65
advanced,25217,30
advanced,25218,37
advanced,25219,41
advanced,25220,38
advanced,25221,10
advanced,25222,36
advanced,25223,19
advanced,25224,45
advanced,25225,40
advanced,25226,54
advanced,25227,41
advanced,25228,28
advanced,25229,51
advanced,25230,21
advanced,25231,31
advanced,25232,45
advanced,25233,28
advanced,25234,32
advanced,25235,61
advanced,25236,29
advanced,25237,29
advanced,25238,39
advanced,25239,40
advanced,25240,41
advanced,25241,33
advanced,25242,18
advanced,25243,36
advanced,25244,45
advanced,25245,26
advanced,25246,26
advanced,25247,26
advanced,25248,32
advanced,25249,45
advanced,25250,30
advanced,25251,30
advanced,25252,29
advanced,25253,25
advanced,25254,36
advanced,25255,61
advanced,25256,47
advanced,25257,36
advanced,25258,34
advanced,25259,50
advanced,25260,20
advanced,25261,21
advanced,25262,46
advanced,25263,39
advanced,25264,27
advanced,25265,14
advanced,25266,43
advanced,25267,35
advanced,25268,13
advanced,25269,28
advanced,25270,52
advanced,25271,18
advanced,25272,34
advanced,25273,45
advanced,25274,13
advanced,25275,29
advanced,25276,27
advanced,25277,60
advanced,25278,31
advanced,25279,26
advanced,25280,43
advanced,25281,52
advanced,25282,36
advanced,25283,16
advanced,25284,24
advanced,25285,24
advanced,25286,40
advanced,25287,48
advanced,25288,39
advanced,25289,35
advanced,25290,63
advanced,25291,42
advanced,25292,37
advanced,25293,52
advanced,25294,45
advanced,25295,16
advanced,25296,34
advanced,25297,38
advanced,25298,17
advanced,25299,48
advanced,25300,33
advanced,25301,28
advanced,25302,38
advanced,25303,24
advanced,25304,19
advanced,25305,27
advanced,25306,53
advanced,25307,24
advanced,25308,42
advanced,25309,41
advanced,25310,26
advanced,25311,22
advanced,25312,24
advanced,25313,31
advanced,25314,35
advanced,25315,39
advanced,25316,25
advanced,25317,44
advanced,25318,29
advanced,25319,32
advanced,25320,31
advanced,25321,43
advanced,25322,56
advanced,25323,33
advanced,25324,48
advanced,25325,37
advanced,25326,24
advanced,25327,29
advanced,25328,64
advanced,25329,20
advanced,25330,27
advanced,25331,46
advanced,25332,29
advanced,25333,22
advanced,25334,47
advanced,25335,34
advanced,25336,37
advanced,25337,60
advanced,25338,28
advanced,25339,28
advanced,25340,15
advanced,25341,35
advanced,25342,37
advanced,25343,38
advanced,25344,38
advanced,25345,44
advanced,25346,42
advanced,25347,34
advanced,25348,36
advanced,25349,49
advanced,25350,40
advanced,25351,77
advanced,25352,61
advanced,25353,36
advanced,25354,44
advanced,25355,27
advanced,25356,22
advanced,25357,47
advanced,25358,15
advanced,25359,21
advanced,25360,38
advanced,25361,60
advanced,25362,28
advanced,25363,67
advanced,25364,30
advanced,25365,26
advanced,25366,58
advanced,25367,31
advanced,25368,29
advanced,25369,29
advanced,25370,26
advanced,25371,41
advanced,25372,44
advanced,25373,66
advanced,25374,41
advanced,25375,26
advanced,25376,31
advanced,25377,26
advanced,25378,70
advanced,25379,28
advanced,25380,30
advanced,25381,64
advanced,25382,66
advanced,25383,32
advanced,25384,33
advanced,25385,22
advanced,25386,12
advanced,25387,29
advanced,25388,28
advanced,25389,24
advanced,25390,31
advanced,25391,35
advanced,25392,33
advanced,25393,49
advanced,25394,41
advanced,25395,16
advanced,25396,26
advanced,25397,18
advanced,25398,30
advanced,25399,34
advanced,25400,50
advanced,25401,48
advanced,25402,38
advanced,25403,55
advanced,25404,42
advanced,25405,26
advanced,25406,21
advanced,25407,34
advanced,25408,54
advanced,25409,35
advanced,25410,44
advanced,25411,30
advanced,25412,26
advanced,25413,70
advanced,25414,19
advanced,25415,19
advanced,25416,25
advanced,25417,26
advanced,25418,20
advanced,25419,27
advanced,25420,51
advanced,25421,50
advanced,25422,34
advanced,25423,31
advanced,25424,24
advanced,25425,45
advanced,25426,54
advanced,25427,27
advanced,25428,44
advanced,25429,24
advanced,25430,30
advanced,25431,25
advanced,25432,19
advanced,25433,27
advanced,25434,18
advanced,25435,54
advanced,25436,29
advanced,25437,40
advanced,25438,51
advanced,25439,68
advanced,25440,34
advanced,25441,33
advanced,25442,36
advanced,25443,20
advanced,25444,44
advanced,25445,32
advanced,25446,67
advanced,25447,26
advanced,25448,28
advanced,25449,49
advanced,25450,51
advanced,25451,35
advanced,25452,33
advanced,25453,34
advanced,25454,33
advanced,25455,43
advanced,25456,28
advanced,25457,36
advanced,25458,45
advanced,25459,42
advanced,25460,20
advanced,25461,41
advanced,25462,29
advanced,25463,24
advanced,25464,33
advanced,25465,48
advanced,25466,30
advanced,25467,24
advanced,25468,27
advanced,25469,28
advanced,25470,27
advanced,25471,37
advanced,25472,35
advanced,25473,36
advanced,25474,32
advanced,25475,44
advanced,25476,55
advanced,25477,58
advanced,25478,46
advanced,25479,30
advanced,25480,35
advanced,25481,35
advanced,25482,18
advanced,25483,24
advanced,25484,57
advanced,25485,26
advanced,25486,53
advanced,25487,35
advanced,25488,26
advanced,25489,31
advanced,25490,84
advanced,25491,12
advanced,25492,27
advanced,25493,41
advanced,25494,22
advanced,25495,32
advanced,25496,19
advanced,25497,26
advanced,25498,26
advanced,25499,18
advanced,25500,25
advanced,25501,30
advanced,25502,29
advanced,25503,24
advanced,25504,36
advanced,25505,35
advanced,25506,51
advanced,25507,38
advanced,25508,23
advanced,25509,22
advanced,25510,25
advanced,25511,39
advanced,25512,35
advanced,25513,28
advanced,25514,40
advanced,25515,43
advanced,25516,13
advanced,25517,34
advanced,25518,57
advanced,25519,51
advanced,25520,87
advanced,25521,45
advanced,25522,49
advanced,25523,40
advanced,25524,81
advanced,25525,67
advanced,25526,41
advanced,25527,30
advanced,25528,24
advanced,25529,35
advanced,25530,40
advanced,25531,67
advanced,25532,42
advanced,25533,22
advanced,25534,33
advanced,25535,33
advanced,25536,24
advanced,25537,21
advanced,25538,57
advanced,25539,31
advanced,25540,21
advanced,25541,49
advanced,25542,50
advanced,25543,25
advanced,25544,35
advanced,25545,38
advanced,25546,23
advanced,25547,42
advanced,25548,50
advanced,25549,41
advanced,25550,33
advanced,25551,25
advanced,25552,30
advanced,25553,32
advanced,25554,22
advanced,25555,25
advanced,25556,45
advanced,25557,33
advanced,25558,30
advanced,25559,38
advanced,25560,34
advanced,25561,73
advanced,25562,61
advanced,25563,38
advanced,25564,32
advanced,25565,23
advanced,25566,19
advanced,25567,41
advanced,25568,38
advanced,25569,18
advanced,25570,16
advanced,25571,37
advanced,25572,25
advanced,25573,35
advanced,25574,42
advanced,25575,34
advanced,25576,39
advanced,25577,23
advanced,25578,28
advanced,25579,17
advanced,25580,32
advanced,25581,58
advanced,25582,32
advanced,25583,36
advanced,25584,46
advanced,25585,40
advanced,25586,26
advanced,25587,34
advanced,25588,34
advanced,25589,19
advanced,25590,31
advanced,25591,26
advanced,25592,60
advanced,25593,22
advanced,25594,32
advanced,25595,24
advanced,25596,31
advanced,25597,74
advanced,25598,22
advanced,25599,22
advanced,25600,40
advanced,25601,20
advanced,25602,35
advanced,25603,13
advanced,25604,35
advanced,25605,35
advanced,25606,34
advanced,25607,46
advanced,25608,8
advanced,25609,47
advanced,25610,42
advanced,25611,27
advanced,25612,19
advanced,25613,48
advanced,25614,33
advanced,25615,16
advanced,25616,40
advanced,25617,35
advanced,25618,26
advanced,25619,51
advanced,25620,22
advanced,25621,23
advanced,25622,66
advanced,25623,51
advanced,25624,27
advanced,25625,87
advanced,25626,31
advanced,25627,61
advanced,25628,23
advanced,25629,27
advanced,25630,25
advanced,25631,26
advanced,25632,33
advanced,25633,26
advanced,25634,20
advanced,25635,32
advanced,25636,24
advanced,25637,16
advanced,25638,29
advanced,25639,41
advanced,25640,38
advanced,25641,46
advanced,25642,33
advanced,25643,37
advanced,25644,19
advanced,25645,30
advanced,25646,22
advanced,25647,36
advanced,25648,26
advanced,25649,39
advanced,25650,12
advanced,25651,24
advanced,25652,37
advanced,25653,14
advanced,25654,21
advanced,25655,23
advanced,25656,36
advanced,25657,27
advanced,25658,30
advanced,25659,34
advanced,25660,39
advanced,25661,55
advanced,25662,20
advanced,25663,54
advanced,25664,67
advanced,25665,56
advanced,25666,36
advanced,25667,31
advanced,25668,35
advanced,25669,55
advanced,25670,26
advanced,25671,39
advanced,25672,27
advanced,25673,35
advanced,25674,49
advanced,25675,41
advanced,25676,53
advanced,25677,43
advanced,25678,24
advanced,25679,42
advanced,25680,38
advanced,25681,36
advanced,25682,26
advanced,25683,45
advanced,25684,31
advanced,25685,34
advanced,25686,28
advanced,25687,31
advanced,25688,57
advanced,25689,22
advanced,25690,35
advanced,25691,28
advanced,25692,22
advanced,25693,73
advanced,25694,59
advanced,25695,44
advanced,25696,17
advanced,25697,26
advanced,25698,26
advanced,25699,32
advanced,25700,46
advanced,25701,25
advanced,25702,41
advanced,25703,66
advanced,25704,49
advanced,25705,51
advanced,25706,18
advanced,25707,38
advanced,25708,32
advanced,25709,16
advanced,25710,25
advanced,25711,18
advanced,25712,38
advanced,25713,37
advanced,25714,53
advanced,25715,40
advanced,25716,26
advanced,25717,28
advanced,25718,30
advanced,25719,24
advanced,25720,46
advanced,25721,23
advanced,25722,33
advanced,25723,37
advanced,25724,44
advanced,25725,26
advanced,25726,32
advanced,25727,31
advanced,25728,32
advanced,25729,32
advanced,25730,39
advanced,25731,36
advanced,25732,33
advanced,25733,50
advanced,25734,24
advanced,25735,42
advanced,25736,36
advanced,25737,28
advanced,25738,14
advanced,25739,37
advanced,25740,36
advanced,25741,37
advanced,25742,27
advanced,25743,67
advanced,25744,22
advanced,25745,41
advanced,25746,22
advanced,25747,43
advanced,25748,40
advanced,25749,38
advanced,25750,54
advanced,25751,22
advanced,25752,31
advanced,25753,32
advanced,25754,48
advanced,25755,17
advanced,25756,39
advanced,25757,22
advanced,25758,19
advanced,25759,37
advanced,25760,40
advanced,25761,46
advanced,25762,22
advanced,25763,29
advanced,25764,12
advanced,25765,40
advanced,25766,27
advanced,25767,21
advanced,25768,28
advanced,25769,54
advanced,25770,40
advanced,25771,20
advanced,25772,20
advanced,25773,36
advanced,25774,28
advanced,25775,12
advanced,25776,32
advanced,25777,32
advanced,25778,46
advanced,25779,21
advanced,25780,33
advanced,25781,32
advanced,25782,30
advanced,25783,56
advanced,25784,53
advanced,25785,20
advanced,25786,18
advanced,25787,55
advanced,25788,36
advanced,25789,38
advanced,25790,49
advanced,25791,34
advanced,25792,31
advanced,25793,20
advanced,25794,46
advanced,25795,56
advanced,25796,23
advanced,25797,59
advanced,25798,58
advanced,25799,30
advanced,25800,34
advanced,25801,53
advanced,25802,13
advanced,25803,57
advanced,25804,24
advanced,25805,30
advanced,25806,30
advanced,25807,43
advanced,25808,19
advanced,25809,47
advanced,25810,30
advanced,25811,29
advanced,25812,35
advanced,25813,47
advanced,25814,44
advanced,25815,38
advanced,25816,20
advanced,25817,51
advanced,25818,38
advanced,25819,24
advanced,25820,18
advanced,25821,30
advanced,25822,34
advanced,25823,53
advanced,25824,33
advanced,25825,64
advanced,25826,36
advanced,25827,41
advanced,25828,60
advanced,25829,53
advanced,25830,57
advanced,25831,75
advanced,25832,9
advanced,25833,24
advanced,25834,54
advanced,25835,42
advanced,25836,22
advanced,25837,21
advanced,25838,23
advanced,25839,40
advanced,25840,27
advanced,25841,51
advanced,25842,11
advanced,25843,27
advanced,25844,48
advanced,25845,47
advanced,25846,32
advanced,25847,52
advanced,25848,25
advanced,25849,52
advanced,25850,26
advanced,25851,35
advanced,25852,32
advanced,25853,19
advanced,25854,22
advanced,25855,28
advanced,25856,43
advanced,25857,31
advanced,25858,41
advanced,25859,29
advanced,25860,47
advanced,25861,40
advanced,25862,19
advanced,25863,33
advanced,25864,29
advanced,25865,54
advanced,25866,52
advanced,25867,39
advanced,25868,31
advanced,25869,35
advanced,25870,25
advanced,25871,32
advanced,25872,18
advanced,25873,42
advanced,25874,45
advanced,25875,29
advanced,25876,28
advanced,25877,34
advanced,25878,20
advanced,25879,31
advanced,25880,20
advanced,25881,22
advanced,25882,61
advanced,25883,40
advanced,25884,30
advanced,25885,23
advanced,25886,31
advanced,25887,84
advanced,25888,35
advanced,25889,28
advanced,25890,48
advanced,25891,24
advanced,25892,24
advanced,25893,36
advanced,25894,33
advanced,25895,18
advanced,25896,18
advanced,25897,26
advanced,25898,35
advanced,25899,22
advanced,25900,24
advanced,25901,45
advanced,25902,45
advanced,25903,21
advanced,25904,38
advanced,25905,54
advanced,25906,11
advanced,25907,46
advanced,25908,33
advanced,25909,15
advanced,25910,51
advanced,25911,23
advanced,25912,38
advanced,25913,47
advanced,25914,23
advanced,25915,24
advanced,25916,33
advanced,25917,32
advanced,25918,45
advanced,25919,63
advanced,25920,29
advanced,25921,21
advanced,25922,40
advanced,25923,33
advanced,25924,63
advanced,25925,30
advanced,25926,34
advanced,25927,31
advanced,25928,35
advanced,25929,27
advanced,25930,18
advanced,25931,38
advanced,25932,30
advanced,25933,34
advanced,25934,29
advanced,25935,44
advanced,25936,46
advanced,25937,32
advanced,25938,43
advanced,25939,22
advanced,25940,24
advanced,25941,40
advanced,25942,20
advanced,25943,24
advanced,25944,85
advanced,25945,56
advanced,25946,41
advanced,25947,24
advanced,25948,32
advanced,25949,32
advanced,25950,25
advanced,25951,17
advanced,25952,30
advanced,25953,25
advanced,25954,28
advanced,25955,31
advanced,25956,14
advanced,25957,61
advanced,25958,15
advanced,25959,45
advanced,25960,57
advanced,25961,31
advanced,25962,47
advanced,25963,32
advanced,25964,26
advanced,25965,38
advanced,25966,22
advanced,25967,60
advanced,25968,34
advanced,25969,49
advanced,25970,12
advanced,25971,25
advanced,25972,29
advanced,25973,25
advanced,25974,18
advanced,25975,22
advanced,25976,28
advanced,25977,32
advanced,25978,49
advanced,25979,37
advanced,25980,36
advanced,25981,17
advanced,25982,36
advanced,25983,38
advanced,25984,17
advanced,25985,26
advanced,25986,34
advanced,25987,45
advanced,25988,20
advanced,25989,75
advanced,25990,51
advanced,25991,37
advanced,25992,21
advanced,25993,19
advanced,25994,34
advanced,25995,27
advanced,25996,23
advanced,25997,16
advanced,25998,23
advanced,25999,32
advanced,26000,50
advanced,26001,42
advanced,26002,25
advanced,26003,39
advanced,26004,24
advanced,26005,36
advanced,26006,50
advanced,26007,29
advanced,26008,24
advanced,26009,29
advanced,26010,67
advanced,26011,8
advanced,26012,37
advanced,26013,22
advanced,26014,41
advanced,26015,40
advanced,26016,42
advanced,26017,40
advanced,26018,46
advanced,26019,23
advanced,26020,14
advanced,26021,27
advanced,26022,31
advanced,26023,38
advanced,26024,57
advanced,26025,32
advanced,26026,26
advanced,26027,44
advanced,26028,45
advanced,26029,41
advanced,26030,28
advanced,26031,30
advanced,26032,18
advanced,26033,48
advanced,26034,34
advanced,26035,29
advanced,26036,37
advanced,26037,17
advanced,26038,8
advanced,26039,48
advanced,26040,36
advanced,26041,39
advanced,26042,28
advanced,26043,46
advanced,26044,39
advanced,26045,20
advanced,26046,37
advanced,26047,51
advanced,26048,45
advanced,26049,27
advanced,26050,49
advanced,26051,71
advanced,26052,37
advanced,26053,20
advanced,26054,24
advanced,26055,23
advanced,26056,50
advanced,26057,60
advanced,26058,18
advanced,26059,30
advanced,26060,47
advanced,26061,17
advanced,26062,34
advanced,26063,15
advanced,26064,29
advanced,26065,26
advanced,26066,44
advanced,26067,38
advanced,26068,22
advanced,26069,50
advanced,26070,50
advanced,26071,54
advanced,26072,60
advanced,26073,48
advanced,26074,20
advanced,26075,31
advanced,26076,35
advanced,26077,23
advanced,26078,37
advanced,26079,24
advanced,26080,35
advanced,26081,85
advanced,26082,27
advanced,26083,15
advanced,26084,23
advanced,26085,31
advanced,26086,32
advanced,26087,26
advanced,26088,55
advanced,26089,20
advanced,26090,81
advanced,26091,61
advanced,26092,34
advanced,26093,52
advanced,26094,26
advanced,26095,32
advanced,26096,42
advanced,26097,38
advanced,26098,55
advanced,26099,45
advanced,26100,54
advanced,26101,40
advanced,26102,17
advanced,26103,11
advanced,26104,37
advanced,26105,64
advanced,26106,44
advanced,26107,45
advanced,26108,43
advanced,26109,49
advanced,26110,33
advanced,26111,36
advanced,26112,55
advanced,26113,52
advanced,26114,43
advanced,26115,44
advanced,26116,43
advanced,26117,18
advanced,26118,107
advanced,26119,40
advanced,26120,49
advanced,26121,53
advanced,26122,29
advanced,26123,35
advanced,26124,32
advanced,26125,61
advanced,26126,32
advanced,26127,47
advanced,26128,47
advanced,26129,30
advanced,26130,19
advanced,26131,28
advanced,26132,22
advanced,26133,34
advanced,26134,20
advanced,26135,24
advanced,26136,35
advanced,26137,26
advanced,26138,54
advanced,26139,52
advanced,26140,43
advanced,26141,39
advanced,26142,56
advanced,26143,28
advanced,26144,35
advanced,26145,31
advanced,26146,42
advanced,26147,31
advanced,26148,59
advanced,26149,41
advanced,26150,30
advanced,26151,30
advanced,26152,41
advanced,26153,55
advanced,26154,27
advanced,26155,21
advanced,26156,51
advanced,26157,40
advanced,26158,48
advanced,26159,43
advanced,26160,34
advanced,26161,20
advanced,26162,36
advanced,26163,40
advanced,26164,35
advanced,26165,44
advanced,26166,39
advanced,26167,45
advanced,26168,38
advanced,26169,21
advanced,26170,8
advanced,26171,47
advanced,26172,17
advanced,26173,40
advanced,26174,49
advanced,26175,31
advanced,26176,44
advanced,26177,45
advanced,26178,43
advanced,26179,42
advanced,26180,15
advanced,26181,35
advanced,26182,64
advanced,26183,31
advanced,26184,51
advanced,26185,25
advanced,26186,53
advanced,26187,37
advanced,26188,40
advanced,26189,22
advanced,26190,55
advanced,26191,60
advanced,26192,45
advanced,26193,21
advanced,26194,50
advanced,26195,37
advanced,26196,40
advanced,26197,30
advanced,26198,24
advanced,26199,33
advanced,26200,26
advanced,26201,38
advanced,26202,35
advanced,26203,18
advanced,26204,46
advanced,26205,28
advanced,26206,39
advanced,26207,34
advanced,26208,34
advanced,26209,55
advanced,26210,53
advanced,26211,101
advanced,26212,26
advanced,26213,28
advanced,26214,24
advanced,26215,25
advanced,26216,20
advanced,26217,31
advanced,26218,40
advanced,26219,59
advanced,26220,22
advanced,26221,43
advanced,26222,22
advanced,26223,23
advanced,26224,44
advanced,26225,25
advanced,26226,48
advanced,26227,15
advanced,26228,21
advanced,26229,29
advanced,26230,38
advanced,26231,19
advanced,26232,27
advanced,26233,21
advanced,26234,48
advanced,26235,31
advanced,26236,19
advanced,26237,26
advanced,26238,13
advanced,26239,19
advanced,26240,13
advanced,26241,15
advanced,26242,43
advanced,26243,33
advanced,26244,69
advanced,26245,10
advanced,26246,38
advanced,26247,60
advanced,26248,58
advanced,26249,36
advanced,26250,29
advanced,26251,30
advanced,26252,22
advanced,26253,13
advanced,26254,25
advanced,26255,56
advanced,26256,31
advanced,26257,28
advanced,26258,33
advanced,26259,11
advanced,26260,41
advanced,26261,32
advanced,26262,32
advanced,26263,30
advanced,26264,21
advanced,26265,35
advanced,26266,28
advanced,26267,20
advanced,26268,42
advanced,26269,59
advanced,26270,21
advanced,26271,23
advanced,26272,40
advanced,26273,29
advanced,26274,41
advanced,26275,28
advanced,26276,25
advanced,26277,37
advanced,26278,32
advanced,26279,22
advanced,26280,40
advanced,26281,23
advanced,26282,39
advanced,26283,46
advanced,26284,46
advanced,26285,53
advanced,26286,18
advanced,26287,26
advanced,26288,30
advanced,26289,25
advanced,26290,22
advanced,26291,29
advanced,26292,17
advanced,26293,51
advanced,26294,37
advanced,26295,24
advanced,26296,15
advanced,26297,65
advanced,26298,48
advanced,26299,42
advanced,26300,23
advanced,26301,31
advanced,26302,27
advanced,26303,30
advanced,26304,25
advanced,26305,25
advanced,26306,22
advanced,26307,49
advanced,26308,41
advanced,26309,19
advanced,26310,47
advanced,26311,31
advanced,26312,53
advanced,26313,31
advanced,26314,27
advanced,26315,23
advanced,26316,43
advanced,26317,43
advanced,26318,35
advanced,26319,58
advanced,26320,13
advanced,26321,34
advanced,26322,47
advanced,26323,28
advanced,26324,43
advanced,26325,48
advanced,26326,52
advanced,26327,23
advanced,26328,52
advanced,26329,38
advanced,26330,50
advanced,26331,37
advanced,26332,31
advanced,26333,14
advanced,26334,30
advanced,26335,19
advanced,26336,18
advanced,26337,30
advanced,26338,24
advanced,26339,27
advanced,26340,48
advanced,26341,20
advanced,26342,31
advanced,26343,40
advanced,26344,24
advanced,26345,23
advanced,26346,20
advanced,26347,47
advanced,26348,28
advanced,26349,49
advanced,26350,53
advanced,26351,65
advanced,26352,50
advanced,26353,87
advanced,26354,45
advanced,26355,24
advanced,26356,42
advanced,26357,34
advanced,26358,75
advanced,26359,57
advanced,26360,56
advanced,26361,17
advanced,26362,19
advanced,26363,30
advanced,26364,29
advanced,26365,39
advanced,26366,39
advanced,26367,22
advanced,26368,45
advanced,26369,35
advanced,26370,56
advanced,26371,25
advanced,26372,35
advanced,26373,60
advanced,26374,25
advanced,26375,42
advanced,26376,29
advanced,26377,78
advanced,26378,33
advanced,26379,33
advanced,26380,12
advanced,26381,30
advanced,26382,24
advanced,26383,34
advanced,26384,55
advanced,26385,54
advanced,26386,20
advanced,26387,45
advanced,26388,31
advanced,26389,29
advanced,26390,26
advanced,26391,17
advanced,26392,45
advanced,26393,11
advanced,26394,30
advanced,26395,44
advanced,26396,26
advanced,26397,17
advanced,26398,35
advanced,26399,16
advanced,26400,11
advanced,26401,22
advanced,26402,41
advanced,26403,36
advanced,26404,9
advanced,26405,70
advanced,26406,53
advanced,26407,41
advanced,26408,65
advanced,26409,38
advanced,26410,37
advanced,26411,44
advanced,26412,46
advanced,26413,33
advanced,26414,26
advanced,26415,31
advanced,26416,30
advanced,26417,30
advanced,26418,42
advanced,26419,31
advanced,26420,49
advanced,26421,59
advanced,26422,30
advanced,26423,45
advanced,26424,83
advanced,26425,72
advanced,26426,47
advanced,26427,42
advanced,26428,25
advanced,26429,29
advanced,26430,64
advanced,26431,26
advanced,26432,15
advanced,26433,51
advanced,26434,28
advanced,26435,25
advanced,26436,28
advanced,26437,22
advanced,26438,31
advanced,26439,40
advanced,26440,49
advanced,26441,10
advanced,26442,46
advanced,26443,37
advanced,26444,42
advanced,26445,16
advanced,26446,72
advanced,26447,34
advanced,26448,14
advanced,26449,98
advanced,26450,30
advanced,26451,24
advanced,26452,73
advanced,26453,42
advanced,26454,27
advanced,26455,33
advanced,26456,35
advanced,26457,34
advanced,26458,17
advanced,26459,36
advanced,26460,43
advanced,26461,40
advanced,26462,31
advanced,26463,29
advanced,26464,28
advanced,26465,36
advanced,26466,34
advanced,26467,19
advanced,26468,31
advanced,26469,28
advanced,26470,33
advanced,26471,35
advanced,26472,27
advanced,26473,56
advanced,26474,17
advanced,26475,61
advanced,26476,21
advanced,26477,53
advanced,26478,31
advanced,26479,80
advanced,26480,33
advanced,26481,16
advanced,26482,26
advanced,26483,27
advanced,26484,37
advanced,26485,58
advanced,26486,23
advanced,26487,31
advanced,26488,48
advanced,26489,17
advanced,26490,63
advanced,26491,36
advanced,26492,29
advanced,26493,15
advanced,26494,33
advanced,26495,30
advanced,26496,53
advanced,26497,64
advanced,26498,12
advanced,26499,30
advanced,26500,48
advanced,26501,16
advanced,26502,61
advanced,26503,18
advanced,26504,42
advanced,26505,28
advanced,26506,69
advanced,26507,40
advanced,26508,43
advanced,26509,33
advanced,26510,44
advanced,26511,36
advanced,26512,36
advanced,26513,28
advanced,26514,30
advanced,26515,43
advanced,26516,20
advanced,26517,15
advanced,26518,36
advanced,26519,49
advanced,26520,50
advanced,26521,41
advanced,26522,28
advanced,26523,48
advanced,26524,14
advanced,26525,34
advanced,26526,40
advanced,26527,39
advanced,26528,56
advanced,26529,45
advanced,26530,49
advanced,26531,42
advanced,26532,36
advanced,26533,21
advanced,26534,42
advanced,26535,58
advanced,26536,50
advanced,26537,50
advanced,26538,22
advanced,26539,16
advanced,26540,49
advanced,26541,44
advanced,26542,27
advanced,26543,32
advanced,26544,44
advanced,26545,22
advanced,26546,22
advanced,26547,63
advanced,26548,35
advanced,26549,34
advanced,26550,33
advanced,26551,32
advanced,26552,9
advanced,26553,33
advanced,26554,27
advanced,26555,61
advanced,26556,31
advanced,26557,62
advanced,26558,49
advanced,26559,71
advanced,26560,34
advanced,26561,28
advanced,26562,45
advanced,26563,32
advanced,26564,82
advanced,26565,39
advanced,26566,46
advanced,26567,31
advanced,26568,19
advanced,26569,30
advanced,26570,30
advanced,26571,33
advanced,26572,38
advanced,26573,33
advanced,26574,38
advanced,26575,46
advanced,26576,50
advanced,26577,28
advanced,26578,53
advanced,26579,30
advanced,26580,20
advanced,26581,37
advanced,26582,60
advanced,26583,54
advanced,26584,38
advanced,26585,38
advanced,26586,18
advanced,26587,37
advanced,26588,49
advanced,26589,23
advanced,26590,29
advanced,26591,26
advanced,26592,15
advanced,26593,49
advanced,26594,30
advanced,26595,31
advanced,26596,38
advanced,26597,16
advanced,26598,29
advanced,26599,41
advanced,26600,23
advanced,26601,30
advanced,26602,57
advanced,26603,38
advanced,26604,60
advanced,26605,16
advanced,26606,37
advanced,26607,43
advanced,26608,33
advanced,26609,36
advanced,26610,43
advanced,26611,20
advanced,26612,27
advanced,26613,28
advanced,26614,46
advanced,26615,35
advanced,26616,36
advanced,26617,43
advanced,26618,47
advanced,26619,26
advanced,26620,36
advanced,26621,45
advanced,26622,48
advanced,26623,31
advanced,26624,30
advanced,26625,50
advanced,26626,48
advanced,26627,43
advanced,26628,44
advanced,26629,27
advanced,26630,41
advanced,26631,20
advanced,26632,32
advanced,26633,20
advanced,26634,24
advanced,26635,31
advanced,26636,44
advanced,26637,31
advanced,26638,27
advanced,26639,17
advanced,26640,48
advanced,26641,42
advanced,26642,24
advanced,26643,32
advanced,26644,28
advanced,26645,36
advanced,26646,42
advanced,26647,25
advanced,26648,72
advanced,26649,53
advanced,26650,48
advanced,26651,36
advanced,26652,29
advanced,26653,34
advanced,26654,27
advanced,26655,30
advanced,26656,42
advanced,26657,63
advanced,26658,30
advanced,26659,50
advanced,26660,55
advanced,26661,43
advanced,26662,66
advanced,26663,27
advanced,26664,27
advanced,26665,54
advanced,26666,7
advanced,26667,29
advanced,26668,54
advanced,26669,37
advanced,26670,59
advanced,26671,32
advanced,26672,25
advanced,26673,52
advanced,26674,16
advanced,26675,39
advanced,26676,33
advanced,26677,10
advanced,26678,21
advanced,26679,32
advanced,26680,46
advanced,26681,24
advanced,26682,18
advanced,26683,30
advanced,26684,47
advanced,26685,40
advanced,26686,53
advanced,26687,39
advanced,26688,16
advanced,26689,20
advanced,26690,26
advanced,26691,21
advanced,26692,42
advanced,26693,16
advanced,26694,29
advanced,26695,54
advanced,26696,23
